enrollment_id,facility_id,enrollment_month,age_band,enrolled_count,subsidized_count,record_created
ENR001678,FAC0047,2025-01,Infant,8,6,2025-01-17
ENR001679,FAC0047,2025-02,Infant,22,8,2025-02-19
ENR001680,FAC0047,2025-02,School-Age,8,4,2025-02-01
ENR001681,FAC0047,2025-03,School-Age,4,2,2025-03-01
ENR001682,FAC0047,2025-03,Toddler,6,4,2025-03-23
ENR001683,FAC0047,2025-04,School-Age,4,3,2025-04-11
ENR001684,FAC0047,2025-04,Preschool,4,1,2025-04-10
ENR001685,FAC0047,2025-04,Toddler,14,8,2025-04-26
ENR001686,FAC0047,2025-05,Kindergarten,10,8,2025-05-03
ENR001687,FAC0047,2025-05,Preschool,4,2,2025-05-26
ENR001688,FAC0047,2025-05,Infant,5,2,2025-05-26
ENR001689,FAC0047,2025-05,Toddler,7,3,2025-05-13
ENR001690,FAC0047,2025-06,Kindergarten,4,2,2025-06-16
ENR001691,FAC0047,2025-06,Preschool,9,4,2025-06-17
ENR001692,FAC0047,2025-06,Toddler,9,4,2025-06-21
ENR001693,FAC0047,2025-06,School-Age,4,3,2025-06-22
ENR001694,FAC0047,2025-07,School-Age,18,11,2025-07-23
ENR001695,FAC0047,2025-07,Infant,19,14,2025-07-25
ENR001696,FAC0047,2025-08,Preschool,4,2,2025-08-20
ENR001697,FAC0047,2025-08,School-Age,10,7,2025-08-11
ENR001698,FAC0047,2025-08,Infant,5,4,2025-08-27
ENR001699,FAC0047,2025-09,Toddler,9,3,2025-09-07
ENR001700,FAC0047,2025-09,School-Age,14,10,2025-09-13
ENR001701,FAC0047,2025-09,Preschool,12,6,2025-09-18
ENR001702,FAC0047,2025-10,Kindergarten,7,3,2025-10-28
ENR001703,FAC0047,2025-10,Infant,22,20,2025-10-06
ENR001704,FAC0047,2025-11,Kindergarten,4,2,2025-11-22
ENR001705,FAC0047,2025-11,Preschool,5,4,2025-11-17
ENR001706,FAC0047,2025-11,Toddler,8,5,2025-11-22
ENR001707,FAC0047,2025-11,School-Age,4,3,2025-11-03
ENR001708,FAC0047,2025-12,Preschool,22,20,2025-12-04
ENR001709,FAC0047,2025-12,Kindergarten,12,6,2025-12-05
ENR001710,FAC0048,2025-01,School-Age,5,3,2025-01-26
ENR001711,FAC0048,2025-01,Preschool,9,4,2025-01-13
ENR001712,FAC0048,2025-01,Infant,10,7,2025-01-06
ENR001713,FAC0048,2025-01,Toddler,10,6,2025-01-12
ENR001714,FAC0048,2025-02,Preschool,5,4,2025-02-12
ENR001715,FAC0048,2025-02,Toddler,8,5,2025-02-28
ENR001716,FAC0048,2025-02,Infant,9,7,2025-02-13
ENR001717,FAC0048,2025-02,School-Age,10,4,2025-02-13
ENR001718,FAC0048,2025-03,Kindergarten,9,6,2025-03-15
ENR001719,FAC0048,2025-03,Toddler,15,7,2025-03-05
ENR001720,FAC0048,2025-04,Preschool,10,5,2025-04-20
ENR001721,FAC0048,2025-04,Kindergarten,5,3,2025-04-28
ENR001722,FAC0048,2025-04,School-Age,6,5,2025-04-07
ENR001723,FAC0048,2025-04,Toddler,4,2,2025-04-26
ENR001724,FAC0048,2025-05,Toddler,7,4,2025-05-01
ENR001725,FAC0048,2025-05,Infant,13,6,2025-05-28
ENR001726,FAC0048,2025-05,Kindergarten,7,5,2025-05-21
ENR001727,FAC0048,2025-06,Toddler,20,8,2025-06-28
ENR001728,FAC0048,2025-06,Kindergarten,20,16,2025-06-13
ENR001729,FAC0048,2025-07,Infant,5,2,2025-07-14
ENR001730,FAC0048,2025-07,Kindergarten,9,8,2025-07-18
ENR001731,FAC0048,2025-07,School-Age,10,4,2025-07-03
ENR001732,FAC0048,2025-07,Preschool,10,9,2025-07-17
ENR001733,FAC0048,2025-08,Infant,5,3,2025-08-14
ENR001734,FAC0048,2025-08,Preschool,13,7,2025-08-20
ENR001735,FAC0048,2025-08,School-Age,4,2,2025-08-01
ENR001736,FAC0048,2025-09,Kindergarten,4,1,2025-09-17
ENR001737,FAC0048,2025-09,Preschool,9,3,2025-09-01
ENR001738,FAC0048,2025-09,Toddler,9,4,2025-09-26
ENR001739,FAC0048,2025-10,Kindergarten,6,2,2025-10-25
ENR001740,FAC0048,2025-10,School-Age,14,6,2025-10-20
ENR001741,FAC0048,2025-10,Infant,11,8,2025-10-22
ENR001742,FAC0048,2025-11,Kindergarten,12,6,2025-11-14
ENR001743,FAC0048,2025-11,School-Age,14,12,2025-11-20
ENR001744,FAC0048,2025-11,Toddler,13,6,2025-11-26
ENR001745,FAC0048,2025-12,Toddler,11,8,2025-12-11
ENR001746,FAC0048,2025-12,Kindergarten,13,9,2025-12-03
ENR001747,FAC0049,2025-01,Kindergarten,13,7,2025-01-13
ENR001748,FAC0049,2025-01,Preschool,17,13,2025-01-17
ENR001749,FAC0049,2025-01,Toddler,12,8,2025-01-23
ENR001750,FAC0049,2025-01,School-Age,20,18,2025-01-05
ENR001751,FAC0049,2025-02,Toddler,18,8,2025-02-25
ENR001752,FAC0049,2025-02,Infant,18,10,2025-02-02
ENR001753,FAC0049,2025-02,School-Age,18,13,2025-02-25
ENR001754,FAC0049,2025-03,Preschool,26,22,2025-03-13
ENR001755,FAC0049,2025-03,Infant,4,1,2025-03-11
ENR001756,FAC0049,2025-03,Kindergarten,6,3,2025-03-25
ENR001757,FAC0049,2025-04,Toddler,39,36,2025-04-26
ENR001758,FAC0049,2025-04,Infant,27,19,2025-04-21
ENR001759,FAC0049,2025-05,Toddler,6,5,2025-05-24
ENR001760,FAC0049,2025-05,Preschool,11,8,2025-05-06
ENR001761,FAC0049,2025-05,Kindergarten,23,13,2025-05-28
ENR001762,FAC0049,2025-06,Toddler,26,15,2025-06-23
ENR001763,FAC0049,2025-06,Infant,9,6,2025-06-06
ENR001764,FAC0049,2025-06,School-Age,18,14,2025-06-24
ENR001765,FAC0049,2025-07,Preschool,9,7,2025-07-17
ENR001766,FAC0049,2025-07,Toddler,18,9,2025-07-05
ENR001767,FAC0049,2025-08,School-Age,41,21,2025-08-24
ENR001768,FAC0049,2025-08,Toddler,40,31,2025-08-25
ENR001769,FAC0049,2025-09,Preschool,26,12,2025-09-25
ENR001770,FAC0049,2025-09,Infant,9,7,2025-09-25
ENR001771,FAC0049,2025-10,Infant,21,9,2025-10-04
ENR001772,FAC0049,2025-10,School-Age,23,10,2025-10-22
ENR001773,FAC0049,2025-10,Toddler,16,7,2025-10-17
ENR001774,FAC0049,2025-11,Preschool,19,8,2025-11-14
ENR001775,FAC0049,2025-11,Infant,18,12,2025-11-05
ENR001776,FAC0049,2025-12,School-Age,29,15,2025-12-22
ENR001777,FAC0049,2025-12,Preschool,25,17,2025-12-23
ENR001778,FAC0050,2025-01,Toddler,18,16,2025-01-11
ENR001779,FAC0050,2025-01,School-Age,12,7,2025-01-28
ENR001780,FAC0050,2025-01,Preschool,12,5,2025-01-12
ENR001781,FAC0050,2025-02,Preschool,7,5,2025-02-13
ENR001782,FAC0050,2025-02,Kindergarten,18,13,2025-02-25
ENR001783,FAC0050,2025-03,School-Age,20,17,2025-03-11
ENR001784,FAC0050,2025-03,Toddler,6,2,2025-03-10
ENR001785,FAC0050,2025-04,Preschool,16,11,2025-04-06
ENR001786,FAC0050,2025-04,Toddler,28,14,2025-04-02
ENR001787,FAC0050,2025-05,Preschool,19,17,2025-05-03
ENR001788,FAC0050,2025-05,School-Age,18,9,2025-05-01
ENR001789,FAC0050,2025-06,School-Age,7,5,2025-06-10
ENR001790,FAC0050,2025-06,Infant,11,10,2025-06-25
ENR001791,FAC0050,2025-07,School-Age,17,7,2025-07-26
ENR001792,FAC0050,2025-07,Kindergarten,5,2,2025-07-13
ENR001793,FAC0050,2025-07,Preschool,7,3,2025-07-15
ENR001794,FAC0050,2025-08,Infant,28,20,2025-08-17
ENR001795,FAC0050,2025-08,Toddler,6,4,2025-08-17
ENR001796,FAC0050,2025-09,Kindergarten,9,5,2025-09-01
ENR001797,FAC0050,2025-09,Infant,12,8,2025-09-14
ENR001798,FAC0050,2025-10,School-Age,5,4,2025-10-19
ENR001799,FAC0050,2025-10,Kindergarten,10,8,2025-10-06
ENR001800,FAC0050,2025-10,Toddler,11,6,2025-10-27
ENR001801,FAC0050,2025-10,Infant,12,9,2025-10-28
ENR001802,FAC0050,2025-11,School-Age,8,3,2025-11-07
ENR001803,FAC0050,2025-11,Kindergarten,17,11,2025-11-03
ENR001804,FAC0050,2025-11,Preschool,17,15,2025-11-10
ENR001805,FAC0050,2025-12,Toddler,15,13,2025-12-26
ENR001806,FAC0050,2025-12,School-Age,9,3,2025-12-25
ENR001807,FAC0050,2025-12,Infant,18,15,2025-12-01
ENR001808,FAC0051,2025-01,Kindergarten,6,2,2025-01-03
ENR001809,FAC0051,2025-01,Toddler,6,3,2025-01-04
ENR001810,FAC0051,2025-01,Preschool,7,6,2025-01-07
ENR001811,FAC0051,2025-01,Infant,10,5,2025-01-22
ENR001812,FAC0051,2025-02,School-Age,13,5,2025-02-28
ENR001813,FAC0051,2025-02,Infant,7,5,2025-02-25
ENR001814,FAC0051,2025-02,Kindergarten,5,2,2025-02-25
ENR001815,FAC0051,2025-03,Kindergarten,4,2,2025-03-13
ENR001816,FAC0051,2025-03,Preschool,6,2,2025-03-12
ENR001817,FAC0051,2025-03,Toddler,6,4,2025-03-08
ENR001818,FAC0051,2025-03,Infant,9,5,2025-03-13
ENR001819,FAC0051,2025-04,Kindergarten,17,14,2025-04-01
ENR001820,FAC0051,2025-04,Preschool,16,10,2025-04-13
ENR001821,FAC0051,2025-05,Toddler,11,5,2025-05-27
ENR001822,FAC0051,2025-05,Kindergarten,8,3,2025-05-16
ENR001823,FAC0051,2025-05,School-Age,12,4,2025-05-01
ENR001824,FAC0051,2025-06,Toddler,9,4,2025-06-23
ENR001825,FAC0051,2025-06,School-Age,9,8,2025-06-06
ENR001826,FAC0051,2025-06,Infant,8,6,2025-06-09
ENR001827,FAC0051,2025-06,Preschool,10,7,2025-06-17
ENR001828,FAC0051,2025-07,Preschool,4,3,2025-07-08
ENR001829,FAC0051,2025-07,Toddler,10,9,2025-07-12
ENR001830,FAC0051,2025-07,Kindergarten,5,4,2025-07-24
ENR001831,FAC0051,2025-08,Preschool,9,3,2025-08-25
ENR001832,FAC0051,2025-08,Toddler,16,13,2025-08-23
ENR001833,FAC0051,2025-09,Preschool,7,5,2025-09-14
ENR001834,FAC0051,2025-09,Infant,8,4,2025-09-04
ENR001835,FAC0051,2025-09,School-Age,10,7,2025-09-10
ENR001836,FAC0051,2025-10,Infant,12,10,2025-10-23
ENR001837,FAC0051,2025-10,Kindergarten,7,4,2025-10-28
ENR001838,FAC0051,2025-11,Toddler,10,6,2025-11-12
ENR001839,FAC0051,2025-11,School-Age,9,7,2025-11-20
ENR001840,FAC0051,2025-11,Infant,7,6,2025-11-20
ENR001841,FAC0051,2025-11,Kindergarten,4,2,2025-11-19
ENR001842,FAC0051,2025-12,Toddler,6,3,2025-12-08
ENR001843,FAC0051,2025-12,Kindergarten,8,3,2025-12-26
ENR001844,FAC0051,2025-12,Preschool,8,6,2025-12-25
ENR001845,FAC0052,2025-01,School-Age,16,14,2025-01-10
ENR001846,FAC0052,2025-01,Toddler,21,12,2025-01-17
ENR001847,FAC0052,2025-01,Infant,27,22,2025-01-22
ENR001848,FAC0052,2025-02,Infant,17,7,2025-02-03
ENR001849,FAC0052,2025-02,School-Age,20,15,2025-02-10
ENR001850,FAC0052,2025-03,School-Age,19,12,2025-03-25
ENR001851,FAC0052,2025-03,Toddler,7,5,2025-03-18
ENR001852,FAC0052,2025-03,Infant,6,4,2025-03-05
ENR001853,FAC0052,2025-03,Kindergarten,19,16,2025-03-14
ENR001854,FAC0052,2025-04,Preschool,19,16,2025-04-27
ENR001855,FAC0052,2025-04,Kindergarten,17,12,2025-04-25
ENR001856,FAC0052,2025-05,Preschool,24,15,2025-05-22
ENR001857,FAC0052,2025-05,Infant,28,17,2025-05-07
ENR001858,FAC0052,2025-05,Kindergarten,26,21,2025-05-23
ENR001859,FAC0052,2025-06,School-Age,20,12,2025-06-08
ENR001860,FAC0052,2025-06,Preschool,10,9,2025-06-21
ENR001861,FAC0052,2025-06,Infant,13,6,2025-06-03
ENR001862,FAC0052,2025-06,Kindergarten,16,11,2025-06-28
ENR001863,FAC0052,2025-07,School-Age,8,5,2025-07-06
ENR001864,FAC0052,2025-07,Kindergarten,13,7,2025-07-06
ENR001865,FAC0052,2025-07,Infant,6,2,2025-07-04
ENR001866,FAC0052,2025-07,Preschool,20,12,2025-07-05
ENR001867,FAC0052,2025-08,Infant,30,23,2025-08-12
ENR001868,FAC0052,2025-08,Kindergarten,43,38,2025-08-03
ENR001869,FAC0052,2025-09,School-Age,34,23,2025-09-24
ENR001870,FAC0052,2025-09,Preschool,33,17,2025-09-18
ENR001871,FAC0052,2025-10,Infant,7,2,2025-10-20
ENR001872,FAC0052,2025-10,Preschool,4,2,2025-10-20
ENR001873,FAC0052,2025-10,Toddler,9,4,2025-10-08
ENR001874,FAC0052,2025-10,School-Age,6,2,2025-10-14
ENR001875,FAC0052,2025-11,School-Age,18,8,2025-11-06
ENR001876,FAC0052,2025-11,Toddler,25,17,2025-11-13
ENR001877,FAC0052,2025-11,Infant,20,12,2025-11-15
ENR001878,FAC0052,2025-12,Preschool,10,9,2025-12-09
ENR001879,FAC0052,2025-12,School-Age,6,3,2025-12-26
ENR001880,FAC0052,2025-12,Toddler,12,8,2025-12-27
ENR001881,FAC0052,2025-12,Kindergarten,11,9,2025-12-09
ENR001882,FAC8888,2025-03,Toddler,12,9,2025-03-15
ENR001883,FAC8888,2025-04,Toddler,12,9,2025-04-15
